time_s,temperature_humidity,temperature_pressure,pressure,humidity,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,led_r,led_g,led_b
96.45,-40.928,-40.928,0.103335796,0,0.0398428,-0.2692191,0.6645431,-0.0179025,-0.2081815,0.2684293,24.0939891,-7.119502,38.2303879,255,255,0
96.5,-40.681,-40.681,0.104684301,0,0.042079,-0.2705196,0.6742381,-0.0135913,-0.2073632,0.2680666,24.3929677,-7.4749737,37.9743816,255,255,0
96.55,-40.434,-40.434,0.106048983,0,0.0432679,-0.2720106,0.6839457,-0.0093351,-0.2065046,0.2677295,24.6831068,-7.8256739,37.7176939,255,255,0
96.6,-40.187,-40.187,0.107430018,0,0.0435401,-0.2738627,0.6936674,-0.0051344,-0.205607,0.2674174,24.9644128,-8.1717186,37.4606206,255,255,0
96.65,-39.94,-39.94,0.108827585,0,0.043095,-0.2762301,0.7034049,-0.0009894,-0.2046715,0.2671296,25.2368962,-8.5132236,37.2034504,255,255,0
96.7,-39.693,-39.693,0.110241866,0,0.0421896,-0.2792434,0.7131595,0.0030998,-0.203699,0.2668656,25.5005707,-8.850304,36.9464653,255,255,0
96.75,-39.446,-39.446,0.111673042,0,0.041123,-0.2830016,0.7229327,0.0071329,-0.2026907,0.2666246,25.755454,-9.1830737,36.6899401,255,255,0
96.8,-39.199,-39.199,0.113121297,0,0.0402167,-0.2875669,0.7327258,0.0111098,-0.2016476,0.2664061,26.001567,-9.5116449,36.434143,255,255,0
96.85,-38.952,-38.952,0.114586819,0,0.0397942,-0.2929605,0.7425401,0.0150305,-0.2005708,0.2662094,26.2389342,-9.836128,36.1793349,255,255,0
96.9,-38.705,-38.705,0.116069794,0,0.0401588,-0.2991601,0.7523769,0.018895,-0.1994612,0.2660337,26.4675832,-10.1566313,35.9257701,255,255,0
96.95,-38.458,-38.458,0.117570412,0,0.041573,-0.3060998,0.7622373,0.0227031,-0.1983198,0.2658785,26.6875448,-10.4732604,35.6736961,255,255,0
97,-38.212,-38.212,0.119088865,0,0.0442395,-0.3136721,0.7721226,0.026455,-0.1971476,0.265743,26.8988529,-10.786118,35.4233533,255,255,0
97.05,-37.965,-37.965,0.120625346,0,0.0482859,-0.3217319,0.7820339,0.0301508,-0.1959456,0.2656266,27.1015441,-11.0953038,35.1749756,255,255,0
97.1,-37.718,-37.718,0.12218005,0,0.0537544,-0.330102,0.791972,0.0337907,-0.1947147,0.2655285,27.295658,-11.4009142,34.9287899,255,255,0
97.15,-37.471,-37.471,0.123753176,0,0.0605964,-0.3385812,0.8019381,0.0373747,-0.1934558,0.2654481,27.481237,-11.7030418,34.6850168,255,255,0
97.2,-37.224,-37.224,0.125344921,0,0.0686736,-0.3469528,0.811933,0.040903,-0.1921698,0.2653847,27.658326,-12.0017755,34.44387,255,255,0
97.25,-36.977,-36.977,0.126955488,0,0.0777648,-0.3549948,0.8219576,0.0443761,-0.1908576,0.2653375,27.8269725,-12.2972002,34.2055568,255,255,0
97.3,-36.73,-36.73,0.128585078,0,0.0875784,-0.3624901,0.8320126,0.047794,-0.18952,0.265306,27.9872262,-12.5893968,33.9702777,255,255,0
97.35,-36.483,-36.483,0.130233898,0,0.0977702,-0.3692369,0.8420989,0.0511572,-0.188158,0.2652893,28.1391394,-12.8784417,33.738227,255,255,0
97.4,-36.236,-36.236,0.131902155,0,0.1079649,-0.3750586,0.852217,0.0544661,-0.1867723,0.2652869,28.2827664,-13.1644067,33.5095927,255,255,0
97.45,-35.988,-35.988,0.133590056,0,0.1177801,-0.3798128,0.8623676,0.0577209,-0.1853637,0.2652981,28.4181638,-13.4473594,33.2845563,255,255,0
97.5,-35.741,-35.741,0.135297815,0,0.126852,-0.3833988,0.8725513,0.0609221,-0.1839331,0.2653221,28.5453902,-13.7273625,33.0632931,255,255,0
97.55,-35.494,-35.494,0.137025643,0,0.134859,-0.3857632,0.8827685,0.0640702,-0.1824811,0.2653584,28.6645059,-14.0044739,32.8459722,255,255,0
97.6,-35.247,-35.247,0.138773756,0,0.1415452,-0.3869035,0.8930196,0.0671656,-0.1810087,0.2654063,28.7755734,-14.2787467,32.6327567,255,255,0
97.65,-35,-35,0.140542371,0,0.1467376,-0.386869,0.9033051,0.070209,-0.1795164,0.2654651,28.8786568,-14.5502293,32.4238035,255,255,0
97.7,-34.753,-34.753,0.142331708,0,0.1503602,-0.3857602,0.9136253,0.0732007,-0.178005,0.2655343,28.9738218,-14.8189649,32.2192638,255,255,0
97.75,-34.506,-34.506,0.144141989,0,0.1523365,-0.3836702,0.9239804,0.0761415,-0.1764752,0.2656131,29.0611358,-15.0849919,32.0192825,255,255,0
97.8,-34.259,-34.259,0.145973436,0,0.1528438,-0.3808573,0.9343706,0.0790318,-0.1749276,0.2657011,29.1406677,-15.3483436,31.8239991,255,255,0
97.85,-34.012,-34.012,0.147826277,0,0.1522913,-0.3776453,0.9447962,0.0818724,-0.173363,0.2657976,29.2124877,-15.6090486,31.6335471,255,255,0
97.9,-33.765,-33.765,0.149700738,0,0.1510158,-0.374278,0.9552571,0.0846638,-0.1717819,0.265902,29.2766676,-15.8671301,31.4480544,255,255,0
97.95,-33.518,-33.518,0.151597051,0,0.1494027,-0.371,0.9657535,0.0874068,-0.170185,0.2660137,29.3332801,-16.1226068,31.2676433,255,255,0
98,-33.271,-33.271,0.153515448,0,0.1478601,-0.3680456,0.9762853,0.090102,-0.1685729,0.2661323,29.3823995,-16.3754922,31.0924307,255,255,0
98.05,-33.024,-33.024,0.155456163,0,0.1467932,-0.3656282,0.9868525,0.0927502,-0.1669462,0.2662572,29.424101,-16.625795,30.922528,255,255,0
98.1,-32.776,-32.776,0.157419433,0,0.1465774,-0.3639299,0.997455,0.095352,-0.1653053,0.2663878,29.4584609,-16.873519,30.7580411,255,255,0
98.15,-32.529,-32.529,0.159405499,0,0.1475344,-0.3630933,1.0080926,0.0979084,-0.1636509,0.2665236,29.4855564,-17.1186634,30.5990708,255,255,0
98.2,-32.282,-32.282,0.1614146,0,0.1499111,-0.363215,1.0187651,0.1004199,-0.1619834,0.2666642,29.5054658,-17.3612225,30.4457128,255,255,0
98.25,-32.035,-32.035,0.163446982,0,0.1538634,-0.3643408,1.0294723,0.1028875,-0.1603035,0.2668091,29.518268,-17.6011862,30.2980573,255,255,0
98.3,-31.788,-31.788,0.165502889,0,0.1594466,-0.3664639,1.0402139,0.1053119,-0.1586114,0.2669578,29.5240429,-17.8385394,30.1561898,255,255,0
98.35,-31.541,-31.541,0.167582572,0,0.1666113,-0.3695247,1.0509895,0.107694,-0.1569077,0.2671099,29.522871,-18.0732631,30.0201908,255,255,0
98.4,-31.294,-31.294,0.169686281,0,0.1752068,-0.3734141,1.0617987,0.1100346,-0.1551929,0.2672648,29.5148336,-18.3053334,29.8901358,255,255,0
98.45,-31.046,-31.046,0.171814268,0,0.1849906,-0.3779779,1.0726412,0.1123345,-0.1534673,0.2674223,29.5000124,-18.5347225,29.7660955,255,255,0
98.5,-30.799,-30.799,0.173966791,0,0.1956442,-0.383024,1.0835165,0.1145946,-0.1517313,0.2675819,29.4784897,-18.7613981,29.648136,255,255,0
98.55,-30.552,-30.552,0.176144106,0,0.2067936,-0.3883315,1.094424,0.1168158,-0.1499853,0.2677432,29.4503486,-18.9853241,29.5363187,255,255,0
98.6,-30.305,-30.305,0.178346476,0,0.2180334,-0.3936603,1.1053632,0.1189989,-0.1482297,0.2679059,29.4156721,-19.2064601,29.4307003,255,255,0
98.65,-30.058,-30.058,0.180574162,0,0.2289531,-0.3987626,1.1163336,0.1211449,-0.1464648,0.2680695,29.3745439,-19.4247621,29.3313332,255,255,0
98.7,-29.811,-29.811,0.18282743,0,0.2391634,-0.4033941,1.1273345,0.1232546,-0.1446909,0.2682339,29.3270481,-19.6401822,29.2382653,255,255,0
98.75,-29.563,-29.563,0.185106549,0,0.2483216,-0.4073248,1.1383652,0.1253289,-0.1429082,0.2683985,29.2732689,-19.8526688,29.1515403,255,255,0
98.8,-29.316,-29.316,0.187411789,0,0.2561534,-0.4103504,1.1494251,0.1273688,-0.1411172,0.2685631,29.2132908,-20.0621669,29.0711973,255,255,0
98.85,-29.069,-29.069,0.189743424,0,0.2624709,-0.4123007,1.1605134,0.1293751,-0.1393179,0.2687275,29.1471984,-20.2686179,28.9972716,255,255,0
98.9,-28.822,-28.822,0.192101729,0,0.2671847,-0.4130481,1.1716294,0.1313487,-0.1375106,0.2688912,29.0750765,-20.4719602,28.9297942,255,255,0
98.95,-28.574,-28.574,0.194486983,0,0.2703094,-0.4125129,1.1827723,0.1332906,-0.1356956,0.2690541,28.9970101,-20.6721287,28.8687921,255,255,0
99,-28.327,-28.327,0.196899466,0,0.2719628,-0.4106676,1.1939413,0.1352016,-0.133873,0.2692159,28.9130841,-20.8690553,28.8142882,255,255,0
99.05,-28.08,-28.08,0.199339464,0,0.2723582,-0.4075373,1.2051355,0.1370827,-0.132043,0.2693764,28.8233834,-21.0626691,28.7663017,255,255,0
99.1,-27.833,-27.833,0.201807261,0,0.2717907,-0.403199,1.216354,0.1389348,-0.1302057,0.2695352,28.7279928,-21.2528962,28.7248479,255,255,0
99.15,-27.585,-27.585,0.204303147,0,0.2706178,-0.3977781,1.2275959,0.1407587,-0.1283613,0.2696922,28.6269973,-21.43966,28.6899383,255,255,0
99.2,-27.338,-27.338,0.206827414,0,0.2692366,-0.391442,1.2388603,0.1425554,-0.1265098,0.2698471,28.5204815,-21.6228814,28.6615807,255,255,0
99.25,-27.091,-27.091,0.209380357,0,0.2680578,-0.3843931,1.2501462,0.1443257,-0.1246513,0.2699999,28.4085299,-21.8024787,28.6397794,255,255,0
99.3,-26.844,-26.844,0.211962272,0,0.2674792,-0.3768588,1.2614526,0.1460705,-0.1227859,0.2701501,28.2912268,-21.978368,28.6245348,255,255,0
99.35,-26.596,-26.596,0.214573461,0,0.26786,-0.3690812,1.2727785,0.1477907,-0.1209136,0.2702978,28.1686563,-22.1504628,28.6158441,255,255,0
99.4,-26.349,-26.349,0.217214225,0,0.2694975,-0.361306,1.2841227,0.1494872,-0.1190344,0.2704426,28.0409023,-22.3186748,28.6137009,255,255,0
99.45,-26.102,-26.102,0.219884871,0,0.272608,-0.3537711,1.2954843,0.1511608,-0.1171484,0.2705845,27.9080481,-22.4829135,28.6180953,255,255,0
99.5,-25.854,-25.854,0.222585707,0,0.2773122,-0.3466955,1.3068621,0.1528124,-0.1152554,0.2707232,27.7701769,-22.6430865,28.6290142,255,255,0
99.55,-25.607,-25.607,0.225317045,0,0.2836283,-0.3402692,1.318255,0.1544427,-0.1133556,0.2708586,27.6273715,-22.7990995,28.6464412,255,255,0
99.6,-25.36,-25.36,0.228079198,0,0.2914698,-0.3346442,1.3296618,0.1560526,-0.1114487,0.2709906,27.4797142,-22.9508566,28.6703563,255,255,0
99.65,-25.112,-25.112,0.230872486,0,0.300652,-0.329928,1.3410812,0.1576429,-0.1095347,0.2711191,27.3272869,-23.0982602,28.7007367,255,255,0
99.7,-24.865,-24.865,0.233697227,0,0.3109031,-0.326178,1.3525122,0.1592143,-0.1076136,0.2712437,27.1701709,-23.2412111,28.7375561,255,255,0
99.75,-24.618,-24.618,0.236553746,0,0.3218824,-0.3233991,1.3639535,0.1607677,-0.1056851,0.2713646,27.0084472,-23.379609,28.780785,255,255,0
99.8,-24.37,-24.37,0.239442368,0,0.3332018,-0.3215434,1.3754037,0.1623038,-0.1037492,0.2714814,26.842196,-23.5133518,28.830391,255,255,0
99.85,-24.123,-24.123,0.242363422,0,0.3444511,-0.3205122,1.3868615,0.1638232,-0.1018057,0.2715942,26.6714971,-23.6423367,28.8863385,255,255,0
99.9,-23.876,-23.876,0.245317242,0,0.3552247,-0.3201606,1.3983258,0.1653268,-0.0998545,0.2717027,26.4964295,-23.7664593,28.9485886,255,255,0
99.95,-23.628,-23.628,0.248304163,0,0.3651473,-0.3203041,1.409795,0.1668152,-0.0978952,0.2718068,26.3170719,-23.8856146,29.0170997,255,255,0
100,-23.381,-23.381,0.251324523,0,0.3738987,-0.3207272,1.4212678,0.1682893,-0.0959276,0.2719065,26.1335019,-23.9996962,29.0918268,255,255,0
100.05,-23.133,-23.133,0.254378663,0,0.3821616,-0.3220272,1.4365433,0.1701804,-0.0934828,0.2721077,25.945395,-24.1083442,29.1732884,255,255,0
100.1,-22.886,-22.886,0.25746693,0,0.388831,-0.3230546,1.4518404,0.1720223,-0.0910124,0.2723053,25.7524131,-24.211216,29.2619822,255,255,0
100.15,-22.639,-22.639,0.260589671,0,0.3938526,-0.3235633,1.4671573,0.1738141,-0.0885172,0.2724986,25.5546126,-24.3082314,29.3578248,255,255,0
100.2,-22.391,-22.391,0.263747236,0,0.3972764,-0.3233197,1.4824923,0.1755553,-0.085998,0.2726868,25.3520495,-24.3993101,29.4607253,255,255,0
100.25,-22.144,-22.144,0.266939982,0,0.3992538,-0.3221133,1.4978435,0.1772456,-0.0834555,0.2728692,25.14478,-24.4843721,29.5705855,255,255,0
100.3,-21.896,-21.896,0.270168265,0,0.4000272,-0.3197662,1.5132091,0.1788844,-0.0808903,0.2730452,24.9328596,-24.5633381,29.6873003,255,255,0
100.35,-21.649,-21.649,0.273432446,0,0.3999144,-0.3161414,1.528587,0.1804713,-0.0783032,0.2732141,24.7163439,-24.6361293,29.8107574,255,255,0
100.4,-21.401,-21.401,0.27673289,0,0.399288,-0.3111491,1.5439754,0.1820058,-0.0756949,0.2733752,24.4952879,-24.7026683,29.9408377,255,255,0
100.45,-21.154,-21.154,0.280069966,0,0.3985507,-0.3047507,1.5593722,0.1834875,-0.0730661,0.2735279,24.2697467,-24.7628787,30.0774151,255,255,0
100.5,-20.907,-20.907,0.283444043,0,0.3981096,-0.2969608,1.5747753,0.1849161,-0.0704176,0.2736716,24.0397747,-24.8166857,30.220357,255,255,0
100.55,-20.659,-20.659,0.286855496,0,0.3983491,-0.2878465,1.5901827,0.1862912,-0.0677502,0.2738056,23.8054263,-24.8640162,30.3695241,255,255,0
100.6,-20.412,-20.412,0.290304703,0,0.3996067,-0.277524,1.6055923,0.1876123,-0.0650645,0.2739294,23.5667555,-24.9047994,30.5247708,255,255,0
100.65,-20.164,-20.164,0.293792047,0,0.40215,-0.2661537,1.6210018,0.1888791,-0.0623615,0.2740424,23.3238159,-24.9389663,30.685945,255,255,0
100.7,-19.917,-19.917,0.297317911,0,0.4061602,-0.2539327,1.6364091,0.1900913,-0.0596419,0.2741441,23.076661,-24.9664507,30.8528887,255,255,0
100.75,-19.669,-19.669,0.300882684,0,0.4117194,-0.2410855,1.6518121,0.1912486,-0.0569065,0.2742339,22.8253439,-24.9871892,31.0254379,255,255,0
100.8,-19.422,-19.422,0.304486758,0,0.4188058,-0.2278541,1.6672085,0.1923506,-0.054156,0.2743112,22.5699173,-25.0011211,31.2034227,255,255,0
100.85,-19.174,-19.174,0.308130528,0,0.4272943,-0.2144866,1.6825961,0.193397,-0.0513915,0.2743756,22.3104339,-25.0081892,31.3866678,255,255,0
100.9,-18.927,-18.927,0.311814395,0,0.4369651,-0.201226,1.6979726,0.1943877,-0.0486135,0.2744267,22.0469457,-25.0083395,31.5749925,255,255,0
100.95,-18.679,-18.679,0.315538759,0,0.4475172,-0.1882991,1.7133359,0.1953222,-0.0458231,0.2744639,21.7795047,-25.0015219,31.7682107,255,255,0
101,-18.432,-18.432,0.319304029,0,0.4585878,-0.1759059,1.7286837,0.1962004,-0.043021,0.2744868,21.5081626,-24.98769,31.9661316,255,255,0
101.05,-18.184,-18.184,0.323110613,0,0.469776,-0.1642105,1.7440138,0.1970221,-0.040208,0.2744951,21.2329708,-24.9668014,32.1685594,255,255,0
101.1,-17.937,-17.937,0.326958927,0,0.4806679,-0.1533341,1.759324,0.197787,-0.0373852,0.2744882,20.9539805,-24.9388183,32.3752939,255,255,0
101.15,-17.689,-17.689,0.330849386,0,0.4908639,-0.1433487,1.7746121,0.1984949,-0.0345532,0.274466,20.6712425,-24.9037071,32.5861308,255,255,0
101.2,-17.442,-17.442,0.334782414,0,0.5000038,-0.1342746,1.7898759,0.1991456,-0.031713,0.2744279,20.3848075,-24.8614389,32.8008613,255,255,0
101.25,-17.194,-17.194,0.338758435,0,0.5077903,-0.1260791,1.8051132,0.199739,-0.0288655,0.2743738,20.0947259,-24.8119899,33.0192731,255,255,0
101.3,-16.946,-16.946,0.342777877,0,0.514008,-0.1186784,1.8203219,0.2002749,-0.0260116,0.2743034,19.8010482,-24.755341,33.2411504,255,255,0
101.35,-16.699,-16.699,0.346841175,0,0.5185369,-0.1119413,1.8355,0.2007533,-0.023152,0.2742163,19.5038242,-24.6914784,33.466274,255,255,0
101.4,-16.451,-16.451,0.350948764,0,0.5213605,-0.1056958,1.8506453,0.2011739,-0.0202878,0.2741123,19.2031041,-24.6203937,33.6944217,255,255,0
101.45,-16.204,-16.204,0.355101086,0,0.5225663,-0.0997365,1.8657558,0.2015366,-0.0174198,0.2739913,18.8989374,-24.5420838,33.9253685,255,255,0
101.5,-15.956,-15.956,0.359298585,0,0.5223399,-0.0938348,1.8808296,0.2018415,-0.0145489,0.273853,18.591374,-24.4565514,34.1588871,255,255,0
101.55,-15.708,-15.708,0.36354171,0,0.5209535,-0.0877492,1.8958647,0.2020883,-0.011676,0.2736973,18.2804633,-24.3638046,34.3947478,255,255,0
101.6,-15.461,-15.461,0.367830914,0,0.5187472,-0.0812367,1.9108592,0.2022771,-0.008802,0.2735241,17.9662548,-24.2638577,34.6327192,255,255,0
101.65,-15.213,-15.213,0.372166653,0,0.5161077,-0.0740641,1.9258113,0.2024079,-0.0059278,0.2733333,17.6487979,-24.1567305,34.8725682,255,255,0
101.7,-14.966,-14.966,0.376549389,0,0.5134426,-0.0660191,1.9407192,0.2024805,-0.0030543,0.2731247,17.3281421,-24.042449,35.1140603,255,255,0
101.75,-14.718,-14.718,0.380979587,0,0.5111541,-0.0569199,1.9555812,0.2024951,-0.0001824,0.2728984,17.0043365,-23.9210453,35.3569601,255,255,0
101.8,-14.47,-14.47,0.385457715,0,0.5096129,-0.0466237,1.9703958,0.2024515,0.0026869,0.2726544,16.6774307,-23.7925573,35.6010314,255,255,0
101.85,-14.223,-14.223,0.389984247,0,0.5091338,-0.0350342,1.9851612,0.2023499,0.0055529,0.2723926,16.347474,-23.6570294,35.8460376,255,255,0
101.9,-13.975,-13.975,0.394559662,0,0.5099554,-0.0221051,1.9998761,0.2021902,0.0084146,0.2721131,16.0145158,-23.5145119,36.0917418,255,255,0
101.95,-13.727,-13.727,0.39918444,0,0.5122247,-0.0078434,2.014539,0.2019726,0.0112711,0.271816,15.6786056,-23.3650613,36.3379075,255,255,0
102,-13.48,-13.48,0.403859068,0,0.515987,0.0076913,2.0291485,0.2016971,0.0141215,0.2715013,15.3397932,-23.2087404,36.5842983,255,255,0
102.05,-13.232,-13.232,0.408584036,0,0.521183,0.0243891,2.0437035,0.2013638,0.016965,0.2711692,14.9981283,-23.0456181,36.830679,255,255,0
102.1,-12.984,-12.984,0.41335984,0,0.5276529,0.0420948,2.0582028,0.2009728,0.0198006,0.2708199,14.6536608,-22.8757695,37.0768149,255,255,0
102.15,-12.737,-12.737,0.418186979,0,0.535146,0.0606148,2.0726453,0.2005243,0.0226275,0.2704534,14.3064409,-22.6992755,37.322473,255,255,0
102.2,-12.489,-12.489,0.423065957,0,0.543337,0.0797255,2.08703,0.2000183,0.0254448,0.2700701,13.9565188,-22.5162234,37.5674217,255,255,0
102.25,-12.241,-12.241,0.427997281,0,0.5518471,0.0991838,2.1013561,0.199455,0.0282517,0.2696701,13.6039452,-22.3267064,37.8114314,255,255,0
102.3,-11.994,-11.994,0.432981465,0,0.5602679,0.1187379,2.1156228,0.1988347,0.0310473,0.2692537,13.2487709,-22.1308234,38.0542745,255,255,0
102.35,-11.746,-11.746,0.438019026,0,0.5681883,0.1381386,2.1298294,0.1981574,0.0338307,0.2688212,12.891047,-21.9286793,38.2957259,255,255,0
102.4,-11.498,-11.498,0.443110486,0,0.5752204,0.1571504,2.1439753,0.1974234,0.0366011,0.2683729,12.5308249,-21.7203846,38.5355633,255,255,0
102.45,-11.251,-11.251,0.448256371,0,0.5810247,0.1755627,2.1580602,0.1966329,0.0393578,0.2679092,12.1681565,-21.5060555,38.7735672,255,255,0
102.5,-11.003,-11.003,0.453457212,0,0.585332,0.1931982,2.1720836,0.1957862,0.0420998,0.2674303,11.8030938,-21.2858135,39.0095212,255,255,0
102.55,-10.755,-10.755,0.458713546,0,0.5879604,0.209922,2.1860452,0.1948834,0.0448264,0.2669367,11.4356896,-21.0597856,39.2432128,255,255,0
102.6,-10.507,-10.507,0.464025913,0,0.5888274,0.2256466,2.1999451,0.1939249,0.0475367,0.2664288,11.0659966,-20.8281037,39.4744326,255,255,0
102.65,-10.26,-10.26,0.469394857,0,0.5879544,0.2403361,2.2137831,0.192911,0.05023,0.265907,10.6940685,-20.5909049,39.7029755,255,255,0
102.7,-10.012,-10.012,0.474820931,0,0.5854662,0.2540075,2.2275594,0.1918419,0.0529055,0.2653718,10.3199589,-20.348331,39.9286405,255,255,0
102.75,-9.764,-9.764,0.480304687,0,0.5815817,0.2667298,2.2412741,0.1907179,0.0555624,0.2648236,9.9437224,-20.1005287,40.1512309,255,255,0
102.8,-9.516,-9.516,0.485846687,0,0.5766006,0.2786201,2.2549276,0.1895394,0.0582,0.264263,9.5654137,-19.8476488,40.3705546,255,255,0
102.85,-9.268,-9.268,0.491447495,0,0.5708831,0.2898384,2.2685205,0.1883067,0.0608175,0.2636904,9.1850884,-19.5898465,40.5864242,255,255,0
102.9,-9.021,-9.021,0.497107681,0,0.5648271,0.3005797,2.2820531,0.1870202,0.0634143,0.2631064,8.8028025,-19.3272812,40.7986573,255,255,0
102.95,-8.773,-8.773,0.50282782,0,0.558842,0.3110648,2.2955263,0.1856803,0.0659895,0.2625115,8.4186125,-19.0601158,41.0070767,255,255,0
103,-8.525,-8.525,0.508608491,0,0.5533223,0.3215298,2.3089409,0.1842873,0.0685425,0.2619064,8.0325756,-18.7885171,41.2115104,255,255,0
103.05,-8.277,-8.277,0.514450279,0,0.5486219,0.3322148,2.3222977,0.1828416,0.0710726,0.2612917,7.6447496,-18.5126549,41.4117918,255,255,0
103.1,-8.029,-8.029,0.520353774,0,0.5450311,0.3433529,2.3355978,0.1813437,0.0735792,0.2606678,7.255193,-18.2327024,41.60776,255,255,0
103.15,-7.782,-7.782,0.526319572,0,0.5427578,0.3551587,2.3488425,0.1797939,0.0760615,0.2600355,6.8639649,-17.9488357,41.79926,255,255,0
103.2,-7.534,-7.534,0.532348272,0,0.5419138,0.3678184,2.3620329,0.1781928,0.078519,0.2593954,6.471125,-17.6612332,41.9861422,255,255,0
103.25,-7.286,-7.286,0.53844048,0,0.5425076,0.3814809,2.3751705,0.1765408,0.0809509,0.2587482,6.0767339,-17.370076,42.1682635,255,255,0
103.3,-7.038,-7.038,0.544596808,0,0.5444439,0.3962505,2.3882569,0.1748384,0.0833568,0.2580944,5.6808528,-17.0755471,42.3454865,255,255,0
103.35,-6.79,-6.79,0.550817871,0,0.5475293,0.4121819,2.4012935,0.173086,0.0857359,0.2574349,5.2835435,-16.7778314,42.5176802,255,255,0
103.4,-6.542,-6.542,0.557104291,0,0.551485,0.4292772,2.4142823,0.1712842,0.0880877,0.2567703,4.8848688,-16.4771153,42.6847197,255,255,0
103.45,-6.295,-6.295,0.563456694,0,0.5559648,0.4474856,2.427225,0.1694334,0.0904117,0.2561013,4.484892,-16.1735865,42.8464865,255,255,0
103.5,-6.047,-6.047,0.569875714,0,0.5605771,0.4667054,2.4401237,0.1675343,0.0927072,0.2554287,4.0836773,-15.867434,43.0028684,255,255,0
103.55,-5.799,-5.799,0.576361987,0,0.5649104,0.4867883,2.4529803,0.1655873,0.0949738,0.2547531,3.6812897,-15.5588471,43.1537598,255,255,0
103.6,-5.551,-5.551,0.582916158,0,0.5685598,0.5075459,2.4657971,0.163593,0.0972109,0.2540752,3.2777948,-15.2480159,43.2990615,255,255,0
103.65,-5.303,-5.303,0.589538875,0,0.5711532,0.528758,2.4785763,0.161552,0.099418,0.2533959,2.8732592,-14.9351306,43.4386806,255,255,0
103.7,-5.055,-5.055,0.596230793,0,0.572375,0.5501827,2.4913204,0.1594649,0.1015946,0.2527159,2.4677502,-14.6203812,43.572531,255,255,0
103.75,-4.807,-4.807,0.602992572,0,0.5719867,0.5715666,2.5040318,0.1573323,0.1037402,0.2520359,2.061336,-14.3039578,43.700533,255,255,0
103.8,-4.559,-4.559,0.609824878,0,0.5698422,0.5926567,2.5167131,0.1551547,0.1058544,0.2513567,1.6540853,-13.9860493,43.8226134,255,255,0
103.85,-4.311,-4.311,0.616728383,0,0.5658971,0.6132113,2.5293669,0.1529328,0.1079368,0.250679,1.246068,-13.6668442,43.9387054,255,255,0
103.9,-4.064,-4.064,0.623703764,0,0.5602118,0.6330113,2.541996,0.1506673,0.1099868,0.2500036,0.8373545,-13.3465297,44.048749,255,255,0
103.95,-3.816,-3.816,0.630751705,0,0.5529472,0.6518692,2.5546032,0.1483588,0.1120041,0.2493313,0.4280162,-13.0252914,44.1526903,255,255,0
104,-3.568,-3.568,0.637872894,0,0.5443544,0.669638,2.5671914,0.1460079,0.1139882,0.2486629,0.0181252,-12.7033137,44.250482,255,255,0
104.05,-3.32,-3.32,0.645068027,0,0.5347584,0.6862173,2.5797635,0.1436153,0.1159388,0.2479991,-0.3922454,-12.3807786,44.3420831,255,255,0
104.1,-3.072,-3.072,0.652337805,0,0.5245369,0.7015579,2.5923227,0.1411818,0.1178555,0.2473406,-0.8030221,-12.0578663,44.4274589,255,255,0
104.15,-2.824,-2.824,0.659682935,0,0.5140964,0.7156632,2.6048721,0.1387079,0.119738,0.2466883,-1.2141302,-11.7347544,44.5065811,255,255,0
104.2,-2.576,-2.576,0.66710413,0,0.503845,0.7285892,2.6174147,0.1361945,0.1215858,0.2460429,-1.6254943,-11.411618,44.5794272,255,255,0
104.25,-2.5,-2.5,0.674603774,0,0.4941666,0.7404412,2.6299539,0.1336422,0.1233986,0.2454051,-2.0370385,-11.0886294,44.6459812,255,255,0
104.3,-2.5,-2.5,0.682187617,0,0.4853959,0.7513688,2.6424928,0.1310518,0.1251762,0.2447758,-2.4486857,-10.7659576,44.7062328,255,255,0
104.35,-2.5,-2.5,0.689856934,0,0.4777967,0.7615587,2.6550349,0.1284239,0.1269181,0.2441556,-2.8603584,-10.4437684,44.7601778,255,255,0
104.4,-2.5,-2.5,0.69761269,0,0.4715448,0.7712254,2.6675835,0.1257595,0.1286241,0.2435454,-3.2719781,-10.1222241,44.8078177,255,255,0
104.45,-2.5,-2.5,0.705455862,0,0.4667166,0.7806016,2.680142,0.1230591,0.130294,0.2429457,-3.6834658,-9.8014835,44.8491598,255,255,0
104.5,-2.5,-2.5,0.713387438,0,0.4632842,0.7899265,2.6927137,0.1203237,0.1319273,0.2423574,-4.0947414,-9.4817011,44.884217,255,255,0
104.55,-2.5,-2.5,0.721408417,0,0.4611172,0.7994347,2.7053022,0.1175539,0.1335239,0.2417813,-4.5057246,-9.1630277,44.9130076,255,255,0
104.6,-2.5,-2.5,0.729519808,0,0.4599911,0.8093452,2.7179109,0.1147507,0.1350835,0.2412178,-4.916334,-8.8456097,44.9355553,255,255,0
104.65,-2.5,-2.5,0.737722635,0,0.4596018,0.8198505,2.7305433,0.1119147,0.1366058,0.2406679,-5.3264877,-8.5295889,44.9518891,255,255,0
104.7,-2.5,-2.5,0.74601793,0,0.4595854,0.831108,2.7432028,0.1090468,0.1380907,0.2401322,-5.7361031,-8.2151029,44.9620432,255,255,0
